:LABEL,global_id,id,ifc_type
IfcRELSPACEBOUNDARY,0xiA83TB19TQlljPp$Jxy9,#38891,IFCRELSPACEBOUNDARY
IfcRELSPACEBOUNDARY,3bcFeFBMnAq9qOfDk2wgys,#38892,IFCRELSPACEBOUNDARY
IfcRELSPACEBOUNDARY,2ej26Q0sDCkOM5ONtrY32R,#38893,IFCRELSPACEBOUNDARY
IfcRELSPACEBOUNDARY,1RXgL4oVrDfvUfzUVj2Yn7,#38894,IFCRELSPACEBOUNDARY
IfcRELSPACEBOUNDARY,2X_8c05a9AseFV$A4w307e,#38895,IFCRELSPACEBOUNDARY
IfcRELSPACEBOUNDARY,2at7cyxFzDVOb6EqNa1ohN,#38896,IFCRELSPACEBOUNDARY
IfcRELSPACEBOUNDARY,38v$4R3HfBlRO0EH2U28cD,#38897,IFCRELSPACEBOUNDARY
IfcRELSPACEBOUNDARY,3iMxtZZHvEkAqNtMQCEy3z,#38898,IFCRELSPACEBOUNDARY
IfcRELSPACEBOUNDARY,2njXHxqS92UBaLanLH89SY,#38899,IFCRELSPACEBOUNDARY
IfcRELSPACEBOUNDARY,3DpWGVERH6pwTilkF6Y5ga,#38900,IFCRELSPACEBOUNDARY
IfcRELSPACEBOUNDARY,2v_eYUM691QBGURAECJAbf,#38901,IFCRELSPACEBOUNDARY
IfcRELSPACEBOUNDARY,2X0vNm8zn419ZBRjlqsZSx,#38902,IFCRELSPACEBOUNDARY
IfcRELSPACEBOUNDARY,0JBMDJMk93r8kVkjBQY3$G,#38903,IFCRELSPACEBOUNDARY
IfcRELSPACEBOUNDARY,0$aEejlcj2cf1QkBkMgHFK,#38904,IFCRELSPACEBOUNDARY
IfcRELSPACEBOUNDARY,0YYk3fCYn8mBfgD492X9sf,#38905,IFCRELSPACEBOUNDARY
IfcRELSPACEBOUNDARY,2d45j3RHzFouw_8C2aMLcU,#38906,IFCRELSPACEBOUNDARY
IfcRELSPACEBOUNDARY,1Y7DegBhH1pOA35GI74z3a,#38907,IFCRELSPACEBOUNDARY
IfcRELSPACEBOUNDARY,1IvTXcJSn8NxeX4EkSsolj,#38908,IFCRELSPACEBOUNDARY
IfcRELSPACEBOUNDARY,3f5r5IjDD0dP_2_0EDL3Vn,#38909,IFCRELSPACEBOUNDARY
IfcRELSPACEBOUNDARY,2YUvhk3jT6YwLU_yfgqVlI,#38910,IFCRELSPACEBOUNDARY
IfcRELSPACEBOUNDARY,10HL$ueNrB1R94UdaIhUbl,#38911,IFCRELSPACEBOUNDARY
IfcRELSPACEBOUNDARY,3gzzW7iQL2z8GDx9_S9Ewe,#38912,IFCRELSPACEBOUNDARY
IfcRELSPACEBOUNDARY,2X9$XuX056hvaC2KhtWqC4,#38913,IFCRELSPACEBOUNDARY
IfcRELSPACEBOUNDARY,09NCYudunCxel7CH2UCafH,#38914,IFCRELSPACEBOUNDARY
IfcRELSPACEBOUNDARY,3XjhBp7NfBUgiXtBr6tF7t,#38915,IFCRELSPACEBOUNDARY
IfcRELSPACEBOUNDARY,0ZkK2Ft01CRAsouJq8Eqd8,#38916,IFCRELSPACEBOUNDARY
IfcRELSPACEBOUNDARY,3soPq3Su93eg$m77FtkmVk,#38917,IFCRELSPACEBOUNDARY
IfcRELSPACEBOUNDARY,2C57Ygq25AxwaS6iYxInw3,#38918,IFCRELSPACEBOUNDARY
IfcRELSPACEBOUNDARY,3Zrva4Xaj2$eTT3wN1QGk6,#38919,IFCRELSPACEBOUNDARY
IfcRELSPACEBOUNDARY,1lyRfWyQ19_86V_BJH5Yox,#38920,IFCRELSPACEBOUNDARY
IfcRELSPACEBOUNDARY,3B6dOANnLEI9SPSTnuJl5m,#38921,IFCRELSPACEBOUNDARY
